Date,Adj Close,Close,High,Low,Open,Volume,Log_Return,Var_Hist
2016-06-29,2070.77001953125,2070.77001953125,2073.1298828125,2042.68994140625,2042.68994140625,4241740000,0.016889242971253916,0.034209938752492744
2016-06-30,2098.860107421875,2098.860107421875,2098.93994140625,2070.0,2073.169921875,4622820000,0.013473863149466128,0.036575863843621215
2016-07-01,2102.949951171875,2102.949951171875,2108.7099609375,2097.89990234375,2099.340087890625,3458890000,0.0019467062930320223,0.03652267077879256
2016-07-05,2088.550048828125,2088.550048828125,2095.050048828125,2080.860107421875,2095.050048828125,3658380000,-0.006871028985598719,0.03699579123423729
2016-07-06,2099.72998046875,2099.72998046875,2100.719970703125,2074.02001953125,2084.429931640625,3909380000,0.0053386870582759595,0.03705681964039644
2016-07-07,2097.89990234375,2097.89990234375,2109.080078125,2089.389892578125,2100.419921875,3604550000,-0.0008719578867330009,0.037030750981746505
2016-07-08,2129.89990234375,2129.89990234375,2131.7099609375,2106.969970703125,2106.969970703125,3607500000,0.0151381865659924,0.03979264243855068
2016-07-11,2137.159912109375,2137.159912109375,2143.159912109375,2131.719970703125,2131.719970703125,3253340000,0.0034028193119982385,0.03985436881767347
2016-07-12,2152.139892578125,2152.139892578125,2155.39990234375,2139.5,2139.5,4097820000,0.006984842307345719,0.039042814370741745
2016-07-13,2152.429931640625,2152.429931640625,2156.449951171875,2146.2099609375,2153.81005859375,3502320000,0.00013475867498170382,0.037902911759345376
2016-07-14,2163.75,2163.75,2168.989990234375,2157.8798828125,2157.8798828125,3465610000,0.005245422801696999,0.03788572390194812
2016-07-15,2161.739990234375,2161.739990234375,2169.050048828125,2155.7900390625,2165.1298828125,3122600000,-0.0009293790598711438,0.03780761850241759
2016-07-18,2166.889892578125,2166.889892578125,2168.35009765625,2159.6298828125,2162.0400390625,3009310000,0.0023794618218687365,0.03779363720532898
2016-07-19,2163.780029296875,2163.780029296875,2164.6298828125,2159.010009765625,2163.7900390625,2968340000,-0.0014362045004153862,0.03759159872683194
2016-07-20,2173.02001953125,2173.02001953125,2175.6298828125,2164.889892578125,2166.10009765625,3211860000,0.004261208315763991,0.03747665499686204
