Date,Adj Close,Close,High,Low,Open,Volume,Log_Return,Var_Hist
2016-06-29,21.49012565612793,23.600000381469727,23.637500762939453,23.407499313354492,23.49250030517578,146124000,0.008617379209816443,0.032694386138367344
2016-06-30,21.763301849365234,23.899999618530273,23.9424991607666,23.575000762939453,23.610000610351562,143345600,0.01263159204944478,0.03356868467446221
2016-07-01,21.82931900024414,23.97249984741211,24.11750030517578,23.832500457763672,23.872499465942383,104106000,0.003028824606602426,0.03327413971261304
2016-07-05,21.62444496154785,23.747499465942383,23.850000381469727,23.614999771118164,23.84749984741211,110820800,-0.009429588513527778,0.03400253594280372
2016-07-06,21.747371673583984,23.88249969482422,23.915000915527344,23.592500686645508,23.649999618530273,123796400,0.005668521668264829,0.03369152280341852
2016-07-07,21.840707778930664,23.985000610351562,24.125,23.905000686645508,23.924999237060547,100558400,0.0042826501729904595,0.033725268402855224
2016-07-08,22.009172439575195,24.170000076293945,24.22249984741211,24.012500762939453,24.122499465942383,115648400,0.00768373772735183,0.03474131857702263
2016-07-11,22.07746696472168,24.2450008392334,24.412500381469727,24.1825008392334,24.1875,95179600,0.00309819848817057,0.03409583252219704
2016-07-12,22.177629470825195,24.354999542236328,24.424999237060547,24.280000686645508,24.292499542236328,96670000,0.004526605304232627,0.0338124482328543
2016-07-13,22.052417755126953,24.217500686645508,24.417499542236328,24.209999084472656,24.352500915527344,103568800,-0.00566185469108291,0.031418447552165676
2016-07-14,22.48950958251953,24.697500228881836,24.747499465942383,24.329999923706055,24.34749984741211,155676000,0.019626715068976695,0.03615677398698404
2016-07-15,22.487228393554688,24.69499969482422,24.825000762939453,24.625,24.729999542236328,120548000,-0.00010143861335662924,0.03596270900272577
2016-07-18,22.72626304626465,24.957500457763672,25.032499313354492,24.649999618530273,24.674999237060547,145975600,0.01057369701657671,0.03699581045598415
2016-07-19,22.735368728637695,24.967500686645508,25.0,24.834999084472656,24.889999389648438,95119600,0.00040058757854971095,0.029342019563652566
2016-07-20,22.7558536529541,24.989999771118164,25.114999771118164,24.934999465942383,25.0,105104000,0.0009006100354562182,0.029086950184105738
2016-07-21,22.635204315185547,24.857500076293945,25.25,24.782499313354492,24.957500457763672,130808000,-0.005316008363662435,0.029247602832015968
2016-07-22,22.459915161132812,24.665000915527344,24.825000762939453,24.577499389648438,24.815000534057617,113254800,-0.007774235391414088,0.029994856978515297
2016-07-25,22.159420013427734,24.334999084472656,24.709999084472656,24.229999542236328,24.5625,161531600,-0.01346948311426878,0.032382691695548804
2016-07-26,22.006893157958984,24.167499542236328,24.49250030517578,24.104999542236328,24.204999923706055,224959200,-0.006906959213370974,0.02213879149426472
2016-07-27,23.436527252197266,25.737499237060547,26.087499618530273,25.6875,26.0674991607666,369379200,0.06294006931912102,0.06252370965372789
2016-07-28,23.75295639038086,26.084999084472656,26.112499237060547,25.704999923706055,25.707500457763672,159479200,0.013411203365623313,0.06171142534548764
2016-07-29,23.723371505737305,26.052499771118164,26.137500762939453,25.920000076293945,26.047500610351562,110934800,-0.0012463006211314508,0.06202393819099078
2016-08-01,24.142244338989258,26.512500762939453,26.537500381469727,26.102500915527344,26.102500915527344,152671600,0.01750248142933199,0.06328124245246343
2016-08-02,23.784839630126953,26.1200008392334,26.517499923706055,26.0,26.512500762939453,135266400,-0.014914795754799972,0.06800907606773789
2016-08-03,24.08305549621582,26.447500228881836,26.459999084472656,26.1924991607666,26.202499389648438,120810400,0.012460114386485192,0.06630381367979664
