activo,S0,precio_medio,precio_mediano,precio_p5,precio_p95,retorno_medio_%,vol_simulada,var_media_final
SP500,7405.72998046875,8349.859978297607,8260.914876978484,6101.22458719609,10769.523907099536,12.748641934270166,0.19908689082986206,0.03963559010030141
AAPL,301.5400085449219,389.9703805249783,379.8182650427574,243.89733316963316,563.4673439251821,29.326248416180746,0.28844030294352224,0.08319780836215088
MSFT,411.739990234375,508.1743411119597,489.34235361813455,287.6322860416954,771.7013064965028,23.421176753487384,0.2890067882927597,0.08352492367929602
GOLD,4350.2998046875,4865.354490961466,4844.366156418638,3568.8997473396867,6250.141050806668,11.839521628348182,0.16806212419996325,0.02824487759060387
